Membership_Nbr,Visit_Nbr,Item_Nbr,transaction_Date,Primary_Desc,
365904690,236716829,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
379768353,236936109,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
753413809,236692572,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
296598519,237300838,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
399285742,236934210,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
296611803,236936915,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
376902485,236934507,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
23746326,237301088,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
276694552,236921713,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
399204744,236714982,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
753089947,236709910,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
406426554,237300876,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
141065848,236716385,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
612638985,236934330,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
753409196,236898042,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
347353633,236935909,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
744067408,236897957,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
653377889,236692551,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
483843432,236716861,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
659157119,236709726,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
4827028,237280715,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
709851927,236716522,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
759856794,237280418,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
436524186,236926323,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
612675151,236934900,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
335500246,236927518,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
376900464,237300077,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
12068395,236921962,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
209358786,237491598,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
543855252,237491229,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
580611544,237295584,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
659249379,236926884,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
336784013,236922089,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
763992576,237300579,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
347753114,236922116,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
483908832,236937639,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
471855827,237293513,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
165468332,236936325,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
379814091,236936255,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
713679506,236897682,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
454774276,237491113,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
216607368,236898140,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
154663623,237300042,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
766144868,236709952,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
713801583,237301154,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
336817063,236921658,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
344292777,236926559,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
469948352,236897759,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
763852582,236716437,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
24060125,236921898,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
417529130,236934142,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
364292847,236715452,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
399519481,236715288,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
766153406,236709760,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
336841929,236707488,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
262999604,236709956,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
404023470,237300029,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
396967218,236934636,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
343167734,237293974,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
175553982,236692680,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
97697569,236897695,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
759844054,237280408,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
7365803,236923837,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
365808371,237300564,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
352290352,236932713,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
8710430,236937285,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
380407473,236717297,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
343215071,237294339,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
253285675,236921662,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
209277417,236932350,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
352180553,236932414,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
399306978,236934172,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
684168299,236932617,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
575930706,236715381,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
367709543,237301037,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
515533082,236716473,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
283289852,236936419,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
343211937,236923501,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
6747976,236926195,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
580505291,236926510,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
725732506,237299770,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
709921633,236936288,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
454672149,236923887,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
760474139,236709890,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
630684340,236937621,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
254818549,236714988,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
20463263,236714992,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
347666093,237293469,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
727719157,236708275,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
766446536,236934423,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
743944665,236898000,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
380275523,236716784,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
377289228,236713954,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
4827028,237280656,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
343012592,236923237,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
702216215,236897730,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
382972894,236927077,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
454746764,236923214,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
170407129,236936669,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
377008637,236934989,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
706321175,237280497,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
707528925,236710091,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
655892238,236898244,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
629869332,237301237,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
643223295,237491569,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
436422786,236926216,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
768011217,236898451,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
270374978,236709902,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
362323433,236937535,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
399331916,236934695,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
493090627,237492006,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
399204536,236934977,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
543809457,237294289,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
684173537,236713948,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
179369409,236935900,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
376848966,236715063,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
347807665,236707335,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
630615025,236716741,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
768029334,236716464,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
377037387,236715020,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
367571858,237300494,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
630705188,236937695,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
684117629,237298552,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
377001791,237299914,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
580471993,236709704,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
24057798,236926407,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
262998465,236926716,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
379752016,236936242,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
412692577,237280685,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
276581717,236921775,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
436360308,236926611,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
399211121,236934611,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
276666642,237491046,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
399372804,237300070,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
763281807,236898386,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
727721205,236923321,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
484014141,236717067,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
379840202,237300878,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
632738656,236921720,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
404065975,236926172,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
629941024,236937740,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
123709598,237300940,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
399451888,236715093,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
314536758,236921873,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
399148816,236715497,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
376995668,236934411,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
377356481,237298513,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
400415894,236715464,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
399779826,236715391,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
276803377,236923664,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
745148363,236934888,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
220898648,237293464,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
629899610,237301209,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
743927297,236897888,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
479074974,237299982,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
365960030,236716907,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
399358142,236934887,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
365956540,236716760,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
380258461,236716807,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
671539280,236934792,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
336784607,237293398,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
399317092,237300089,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
762934943,237491079,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
254742301,237299701,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
713824327,236934843,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
630601611,236937638,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
397029531,237491941,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
567120765,237299946,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
271784384,236923142,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
755090695,236926133,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
15920204,236923431,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
397069576,237300015,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
632741379,236707458,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
543898656,236923196,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
512440927,236717259,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
379823415,237301117,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
631660736,237294106,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
24085526,237491093,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
295512852,236897958,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
397029531,237491942,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
336883838,236707507,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
630665067,237301298,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
377406791,236932764,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
343016883,236923672,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
751065668,236709736,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
630642057,236716791,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
744077638,236692605,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
764474029,237298549,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
58067564,236932768,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
406504822,236936635,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
209246338,237298521,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
760469505,236709878,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
684188669,236932872,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
365861584,237301219,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
192211932,236716567,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
359644805,236934306,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
336768007,237293450,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
709849535,236936074,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
347598775,236922110,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
435322972,236932931,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
727605655,237491118,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
632858183,236921806,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
296611951,236936562,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
399527126,236715438,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
377311156,236932501,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
377007210,236714973,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
467393367,236715167,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
390679506,236936415,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
755753489,236923400,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
648310326,237300567,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
488211065,237296513,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
399215635,236934775,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
399189895,236934301,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
631680323,236923535,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
188235808,236932625,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
269300004,236709831,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
587785147,236897750,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
296651112,236716472,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
367590835,236936771,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
762642372,237298977,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
229146370,236934680,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
6944194,237301059,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
8334104,237296346,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
684195021,237298801,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
63877124,237298683,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
760471897,236710056,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
21235116,237301179,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
580566406,236710007,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
687412900,236716986,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
759110647,237298823,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
468008828,236707546,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
755762474,236923892,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
469882608,237280476,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
528774574,236926272,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
396979941,237299699,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
648372134,236936642,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
222616926,236934447,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
265744673,236707475,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
327576642,236934268,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
296620101,237300729,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
356228809,237300631,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
149688485,236936337,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
595587363,236926469,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
483841749,237301242,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
483842384,236716902,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
397034967,236934938,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
509531497,236923497,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
630623713,237301223,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
543835882,236923206,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
633168929,236937288,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
709884208,236936037,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
78235066,236936182,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
41396071,236936089,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
633010239,236923344,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
377016765,236714946,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
707633823,236926310,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
483972785,236937650,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
211360608,237293517,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
753656547,237280436,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
659243389,236709754,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
713841074,236715205,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
630661248,236716943,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
245568027,236708266,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
454672654,236923523,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
372557019,236715072,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
768033160,237300584,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
262992507,236926872,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
305081408,236708209,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
561754418,237299820,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
19740234,237298763,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
22146033,236936411,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
399390036,236934510,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
376875646,236715407,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
454724340,237491206,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
364261637,236934651,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
397030041,237299844,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
212121400,236936256,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
406402794,236716688,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
760474916,236709791,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
757236236,237280693,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
625063119,237296231,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
182201289,236926943,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
103835478,236936197,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
483884220,236717133,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
727749311,236923627,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
293127397,236926173,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
276600735,236921687,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
442635440,236709965,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
397037169,236714939,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
344514479,236926671,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
726503644,236926803,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
399195454,236934280,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
202261808,236936214,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
376973640,237299813,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
758686655,237491950,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
165464470,236936277,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
347836191,237293527,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
659223203,236709721,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
751069332,236926527,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
344429957,236926555,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
212256204,236716623,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
580608061,236709682,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
13961067,236937482,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
179280227,236935997,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
396967218,236934646,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
580625146,236710005,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
382462192,237295838,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
399187121,237299737,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
343206963,237293983,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
638064312,236716559,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
212152277,236935916,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
659223021,236709795,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
483851162,236937221,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
212160281,236716654,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
216550881,237280512,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
179355764,237300935,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
16670507,237298696,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
528815693,236715395,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
469982871,237280571,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
630706824,236717293,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
630743410,236717099,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
759845498,236692677,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
512517628,236937319,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
327412367,236715033,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
759849599,236898298,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
140929674,236716373,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
44324567,236932665,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
707659116,236709879,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
397043637,236715222,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
399366747,237299728,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
399395045,236934943,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
454294814,236710098,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
630679646,236937385,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
347859920,236921712,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
399323750,236934375,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
175566579,236898212,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
535075750,237300480,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
23860366,236926401,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
399361204,236934852,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
348695521,236923170,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
343095612,237294013,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
202392371,236715355,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
212158830,236936483,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
336841548,237293396,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
751794878,237298711,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
766390950,237491055,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
140953441,236936458,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
762913312,236926402,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
347274152,236923146,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
405830292,236716923,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
436431572,236709681,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
390653494,237299872,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
630667792,237301366,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
376910239,236934309,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
399535509,236715476,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
406397207,236936550,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
365801301,237492021,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
185243962,237299854,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
397015805,237299853,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
342857814,236923185,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
707683901,236934643,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
630639924,236937438,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
322399554,236932518,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
631706359,237294324,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
768011482,237280615,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
352183101,237491605,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
754573503,236936594,120571,1/2/2000,"GRADE ""A"" LARGE EGGS",
